0.047666667,0.028333333,-0.325333333,-0.065666667,0.14,-0.002,-0.071666667
0.028333333,-0.325333333,-0.065666667,0.14,-0.002,-0.071666667,-0.018
-0.325333333,-0.065666667,0.14,-0.002,-0.071666667,-0.018,-0.021666667
-0.065666667,0.14,-0.002,-0.071666667,-0.018,-0.021666667,-0.066
0.14,-0.002,-0.071666667,-0.018,-0.021666667,-0.066,0.046666667
-0.002,-0.071666667,-0.018,-0.021666667,-0.066,0.046666667,-0.143
-0.071666667,-0.018,-0.021666667,-0.066,0.046666667,-0.143,-0.052
-0.018,-0.021666667,-0.066,0.046666667,-0.143,-0.052,-0.126333333
-0.021666667,-0.066,0.046666667,-0.143,-0.052,-0.126333333,-0.25
-0.066,0.046666667,-0.143,-0.052,-0.126333333,-0.25,0.031666667
0.046666667,-0.143,-0.052,-0.126333333,-0.25,0.031666667,-0.177666667
-0.143,-0.052,-0.126333333,-0.25,0.031666667,-0.177666667,-0.144
-0.052,-0.126333333,-0.25,0.031666667,-0.177666667,-0.144,0.091
-0.126333333,-0.25,0.031666667,-0.177666667,-0.144,0.091,0.035333333
-0.25,0.031666667,-0.177666667,-0.144,0.091,0.035333333,-0.164
0.031666667,-0.177666667,-0.144,0.091,0.035333333,-0.164,-0.089
-0.177666667,-0.144,0.091,0.035333333,-0.164,-0.089,-0.056333333
-0.144,0.091,0.035333333,-0.164,-0.089,-0.056333333,0.082666667
0.091,0.035333333,-0.164,-0.089,-0.056333333,0.082666667,0.022666667
0.035333333,-0.164,-0.089,-0.056333333,0.082666667,0.022666667,-0.125333333
-0.164,-0.089,-0.056333333,0.082666667,0.022666667,-0.125333333,-0.150666667
-0.089,-0.056333333,0.082666667,0.022666667,-0.125333333,-0.150666667,-0.012
-0.056333333,0.082666667,0.022666667,-0.125333333,-0.150666667,-0.012,0.023333333
0.082666667,0.022666667,-0.125333333,-0.150666667,-0.012,0.023333333,0.238666667
0.022666667,-0.125333333,-0.150666667,-0.012,0.023333333,0.238666667,0.297666667
-0.125333333,-0.150666667,-0.012,0.023333333,0.238666667,0.297666667,-0.079333333
-0.150666667,-0.012,0.023333333,0.238666667,0.297666667,-0.079333333,0.105666667
-0.012,0.023333333,0.238666667,0.297666667,-0.079333333,0.105666667,0.001
0.023333333,0.238666667,0.297666667,-0.079333333,0.105666667,0.001,-0.137333333
0.238666667,0.297666667,-0.079333333,0.105666667,0.001,-0.137333333,-0.064666667
0.297666667,-0.079333333,0.105666667,0.001,-0.137333333,-0.064666667,0.101
-0.079333333,0.105666667,0.001,-0.137333333,-0.064666667,0.101,0.067
0.105666667,0.001,-0.137333333,-0.064666667,0.101,0.067,-0.036333333
0.001,-0.137333333,-0.064666667,0.101,0.067,-0.036333333,0.054666667
-0.137333333,-0.064666667,0.101,0.067,-0.036333333,0.054666667,-0.040333333
-0.064666667,0.101,0.067,-0.036333333,0.054666667,-0.040333333,0.156666667
0.101,0.067,-0.036333333,0.054666667,-0.040333333,0.156666667,0.122333333
0.067,-0.036333333,0.054666667,-0.040333333,0.156666667,0.122333333,-0.028
-0.036333333,0.054666667,-0.040333333,0.156666667,0.122333333,-0.028,-0.048666667
0.054666667,-0.040333333,0.156666667,0.122333333,-0.028,-0.048666667,0.035333333
-0.040333333,0.156666667,0.122333333,-0.028,-0.048666667,0.035333333,0.001666667
0.156666667,0.122333333,-0.028,-0.048666667,0.035333333,0.001666667,0.066
0.122333333,-0.028,-0.048666667,0.035333333,0.001666667,0.066,-0.024666667
-0.028,-0.048666667,0.035333333,0.001666667,0.066,-0.024666667,-0.026333333
-0.048666667,0.035333333,0.001666667,0.066,-0.024666667,-0.026333333,0.072333333
0.035333333,0.001666667,0.066,-0.024666667,-0.026333333,0.072333333,0.103
0.001666667,0.066,-0.024666667,-0.026333333,0.072333333,0.103,0.002666667
0.066,-0.024666667,-0.026333333,0.072333333,0.103,0.002666667,0.085
-0.024666667,-0.026333333,0.072333333,0.103,0.002666667,0.085,0.064
